Calories,Gender,Age,Weight,Heart_Rate,Body_Temp,Temp_Stress,Weight_Duration,Stress_Effort
106.0,0,54,70.0,99.0,40.4,3999.6,1260.0,7127287.2
94.0,0,23,64.0,99.0,40.9,4049.1,1408.0,8818939.8
63.0,1,73,88.0,87.0,39.9,3471.3,1232.0,4228043.4
34.0,1,68,74.0,84.0,39.6,3326.4,592.0,2235340.8
38.0,1,44,68.0,83.0,39.8,3303.4,680.0,2741822.0
37.0,0,77,72.0,83.0,39.7,3295.1,576.0,2187946.4
100.0,1,38,61.0,94.0,40.6,3816.4,1220.0,7174832.0
56.0,0,63,76.0,90.0,40.0,3600.0,836.0,3564000.0
113.0,1,27,72.0,106.0,40.7,4314.2,1368.0,8688798.8
32.0,0,59,107.0,88.0,39.0,3432.0,642.0,1812096.0
126.0,0,36,81.0,104.0,40.5,4212.0,1701.0,9199008.0
43.0,0,35,69.0,98.0,39.7,3890.6,621.0,3431509.2
50.0,1,45,61.0,93.0,40.0,3720.0,610.0,3459600.0
44.0,1,64,78.0,97.0,39.4,3821.8,624.0,2965716.8
36.0,1,37,67.0,86.0,40.1,3448.6,603.0,2669216.4
115.0,0,46,79.0,106.0,40.4,4282.4,1343.0,7716884.8
65.0,1,31,67.0,96.0,39.9,3830.4,871.0,4780339.2
5.0,0,33,83.0,82.0,38.2,3132.4,166.0,513713.6
51.0,0,33,81.0,91.0,40.0,3640.0,1053.0,4306120.0
56.0,0,21,85.0,93.0,40.6,3775.8,1275.0,5267241.0
13.0,1,38,67.0,87.0,39.0,3393.0,201.0,885573.0
8.0,1,31,71.0,85.0,37.2,3162.0,142.0,537540.0
182.0,1,33,56.0,108.0,41.4,4471.2,1568.0,13520908.8
27.0,0,42,84.0,87.0,39.7,3453.9,588.0,2103425.1
198.0,1,74,68.0,106.0,41.0,4346.0,1972.0,13359604.0
82.0,1,25,55.0,100.0,40.3,4030.0,825.0,6045000.0
15.0,1,59,63.0,78.0,38.5,3003.0,252.0,936936.0
7.0,1,31,59.0,81.0,38.2,3094.2,118.0,501260.4
45.0,0,37,91.0,92.0,40.0,3680.0,910.0,3385600.0
70.0,1,21,70.0,98.0,40.3,3949.4,980.0,5418576.8
36.0,0,76,91.0,90.0,39.5,3555.0,546.0,1919700.0
194.0,1,72,75.0,106.0,40.9,4335.4,2175.0,13327019.6
120.0,1,71,71.0,109.0,40.6,4425.4,1207.0,8200266.2
17.0,1,73,67.0,83.0,39.2,3253.6,268.0,1080195.2
160.0,0,31,82.0,105.0,40.5,4252.5,2214.0,12055837.5
14.0,1,26,57.0,92.0,38.3,3523.6,171.0,972513.6
84.0,1,39,65.0,91.0,40.3,3667.3,1170.0,6007037.4
113.0,0,66,77.0,97.0,40.6,3938.2,1386.0,6876097.2
75.0,1,21,60.0,91.0,40.2,3658.2,1020.0,5659235.4
33.0,0,32,85.0,92.0,39.3,3615.6,680.0,2661081.6
127.0,1,41,74.0,98.0,40.8,3998.4,1776.0,9404236.8
71.0,1,27,56.0,96.0,39.8,3820.8,784.0,5135155.2
124.0,0,47,82.0,104.0,40.3,4191.2,1558.0,8281811.2
125.0,1,42,69.0,103.0,40.7,4192.1,1449.0,9067512.3
132.0,1,40,71.0,107.0,40.4,4322.8,1491.0,9713331.6
123.0,0,44,98.0,100.0,40.5,4050.0,1960.0,8100000.0
31.0,1,57,54.0,92.0,39.2,3606.4,324.0,1990732.8
112.0,0,20,74.0,100.0,40.6,4060.0,1850.0,10150000.0
102.0,1,33,66.0,99.0,40.4,3999.6,1254.0,7523247.6
147.0,0,57,95.0,98.0,40.5,3969.0,2185.0,8946126.0
177.0,0,70,103.0,106.0,40.5,4293.0,2163.0,9556218.0
50.0,1,24,59.0,92.0,39.9,3670.8,649.0,3714849.6
94.0,1,57,70.0,94.0,40.3,3788.2,1260.0,6409634.4
49.0,1,63,61.0,89.0,40.1,3568.9,610.0,3176321.0
59.0,1,20,70.0,97.0,39.8,3860.6,840.0,4493738.4
26.0,1,38,53.0,87.0,39.5,3436.5,318.0,1793853.0
125.0,1,20,56.0,105.0,40.1,4210.5,1176.0,9284152.5
165.0,1,24,59.0,111.0,40.7,4517.7,1475.0,12536617.5
105.0,0,71,84.0,99.0,39.9,3950.1,1260.0,5865898.5
113.0,0,69,98.0,93.0,40.7,3785.1,1764.0,6336257.4
167.0,0,77,82.0,99.0,40.6,4019.4,1886.0,9152173.8
105.0,0,28,77.0,99.0,40.4,3999.6,1694.0,8711128.8
30.0,0,48,82.0,85.0,39.3,3340.5,656.0,2271540.0
26.0,1,38,66.0,96.0,39.2,3763.2,330.0,1806336.0
79.0,0,42,84.0,91.0,40.1,3649.1,1512.0,5977225.8
163.0,1,67,71.0,107.0,40.6,4344.2,1704.0,11155905.6
113.0,1,56,80.0,97.0,40.4,3918.8,1680.0,7982595.6
20.0,0,27,82.0,79.0,39.9,3152.1,902.0,2739174.9
62.0,1,26,56.0,97.0,40.3,3909.1,672.0,4550192.4
184.0,1,72,49.0,109.0,40.6,4425.4,1225.0,12059215.0
22.0,1,31,70.0,84.0,39.2,3292.8,420.0,1659571.2
15.0,1,74,69.0,90.0,38.6,3474.0,207.0,937980.0
69.0,0,29,67.0,97.0,40.0,3880.0,1072.0,6021760.0
26.0,1,32,65.0,83.0,39.6,3286.8,455.0,1909630.8
141.0,0,30,83.0,97.0,41.3,4006.1,2490.0,11657751.0
47.0,0,79,85.0,89.0,39.6,3524.4,680.0,2509372.8
2.0,0,25,73.0,83.0,37.3,3095.9,73.0,256959.7
16.0,0,23,93.0,84.0,38.9,3267.6,558.0,1646870.4
168.0,0,63,75.0,107.0,40.6,4344.2,1650.0,10226246.8
144.0,0,39,91.0,112.0,40.4,4524.8,1729.0,9628774.4
79.0,1,25,56.0,95.0,40.9,3885.5,896.0,5905960.0
103.0,1,27,56.0,92.0,40.5,3726.0,1232.0,7541424.0
47.0,0,51,90.0,89.0,39.9,3551.1,900.0,3160479.0
61.0,0,54,84.0,89.0,40.2,3577.8,1092.0,4139514.6
198.0,1,35,49.0,110.0,40.8,4488.0,1421.0,14316720.0
169.0,1,23,51.0,109.0,40.6,4425.4,1326.0,12541583.6
102.0,0,24,94.0,106.0,40.3,4271.8,1598.0,7697783.6
16.0,1,43,67.0,85.0,39.2,3332.0,268.0,1132880.0
108.0,0,37,85.0,96.0,40.8,3916.8,1870.0,8272281.6
131.0,0,40,104.0,108.0,40.5,4374.0,1872.0,8503056.0
13.0,1,34,61.0,89.0,38.1,3390.9,183.0,905370.3
166.0,1,22,58.0,107.0,40.8,4365.6,1566.0,12612218.4
93.0,0,20,83.0,97.0,40.5,3928.5,1826.0,8383419.0
106.0,1,28,68.0,95.0,40.5,3847.5,1496.0,8041275.0
20.0,1,25,54.0,85.0,39.1,3323.5,270.0,1412487.5
33.0,1,38,61.0,86.0,39.6,3405.6,488.0,2343052.8
150.0,0,50,102.0,104.0,40.3,4191.2,2142.0,9153580.8
182.0,1,50,56.0,110.0,40.9,4499.0,1456.0,12867140.0
49.0,1,68,72.0,89.0,40.2,3577.8,720.0,3184242.0
119.0,1,51,74.0,95.0,40.6,3857.0,1702.0,8427545.0
22.0,1,74,64.0,82.0,38.8,3181.6,320.0,1304456.0
146.0,1,47,68.0,99.0,40.8,4039.2,1768.0,10396900.8
58.0,1,25,59.0,88.0,40.2,3537.6,826.0,4358323.2
195.0,1,43,68.0,108.0,41.0,4428.0,2040.0,14346720.0
7.0,0,51,84.0,75.0,38.5,2887.5,252.0,649687.5
156.0,1,64,51.0,108.0,40.4,4363.2,1122.0,10366963.2
93.0,1,52,47.0,101.0,40.2,4060.2,705.0,6151203.0
115.0,1,40,58.0,106.0,40.1,4250.6,1044.0,8110144.8
49.0,0,31,89.0,97.0,39.8,3860.6,890.0,3744782.0
10.0,0,38,94.0,83.0,38.5,3195.5,282.0,795679.5
84.0,1,25,71.0,103.0,40.1,4130.3,1065.0,6381313.5
65.0,1,44,64.0,97.0,39.8,3860.6,768.0,4493738.4
123.0,0,34,102.0,99.0,41.1,4068.9,2244.0,8862064.2
10.0,0,37,81.0,81.0,38.8,3142.8,324.0,1018267.2
19.0,0,35,75.0,90.0,38.7,3483.0,375.0,1567350.0
21.0,1,61,62.0,83.0,38.8,3220.4,310.0,1336466.0
41.0,1,23,53.0,96.0,39.6,3801.6,424.0,2919628.8
71.0,1,27,66.0,91.0,40.5,3685.5,1056.0,5366088.0
15.0,0,30,90.0,89.0,39.0,3471.0,360.0,1235676.0
37.0,1,24,71.0,94.0,39.7,3731.8,568.0,2806313.6
61.0,1,59,51.0,94.0,39.8,3741.2,561.0,3868400.8
60.0,1,35,51.0,93.0,39.9,3710.7,612.0,4141141.2
185.0,0,61,91.0,102.0,41.3,4212.6,2366.0,11171815.2
89.0,1,50,65.0,98.0,40.4,3959.2,1040.0,6208025.6
152.0,1,33,56.0,102.0,40.8,4161.6,1456.0,11036563.2
129.0,1,34,58.0,108.0,40.6,4384.8,1160.0,9471168.0
15.0,0,27,85.0,86.0,39.3,3379.8,425.0,1453314.0
82.0,0,21,88.0,100.0,40.2,4020.0,1496.0,6834000.0
242.0,0,59,97.0,112.0,41.3,4625.6,2716.0,14505881.6
100.0,0,55,89.0,94.0,40.1,3769.4,1602.0,6377824.8
144.0,1,46,76.0,104.0,40.6,4222.4,1824.0,10539110.4
6.0,0,44,101.0,79.0,38.2,3017.8,202.0,476812.4
13.0,0,27,95.0,87.0,38.7,3366.9,380.0,1171681.2
201.0,0,70,77.0,100.0,40.7,4070.0,2233.0,11803000.0
61.0,1,33,58.0,95.0,40.3,3828.5,696.0,4364490.0
179.0,0,22,91.0,113.0,40.7,4599.1,2366.0,13512155.8
64.0,0,24,75.0,94.0,40.4,3797.6,1275.0,6068564.8
205.0,0,52,77.0,112.0,40.8,4569.6,2002.0,13306675.2
6.0,1,44,58.0,76.0,38.3,2910.8,116.0,442441.6
172.0,1,31,56.0,105.0,40.9,4294.5,1568.0,12625830.0
6.0,0,32,84.0,84.0,38.0,3192.0,168.0,536256.0
11.0,0,26,74.0,79.0,39.5,3120.5,518.0,1725636.5
11.0,1,28,68.0,83.0,38.7,3212.1,204.0,799812.9
44.0,1,47,66.0,92.0,39.6,3643.2,594.0,3016569.6
19.0,1,28,78.0,86.0,39.0,3354.0,390.0,1442220.0
75.0,1,44,62.0,93.0,39.8,3701.4,930.0,5163453.0
259.0,0,57,79.0,117.0,40.7,4761.9,2291.0,16157126.7
212.0,0,58,89.0,108.0,40.8,4406.4,2403.0,12849062.4
91.0,1,41,49.0,95.0,40.5,3847.5,833.0,6213712.5
148.0,1,20,72.0,107.0,40.7,4354.9,1800.0,11649357.5
238.0,0,62,97.0,108.0,40.6,4384.8,2813.0,13733193.6
22.0,0,28,84.0,87.0,39.7,3453.9,588.0,2103425.1
45.0,0,54,92.0,84.0,40.3,3385.2,1012.0,3127924.8
14.0,0,23,89.0,79.0,39.3,3104.7,712.0,1962170.4
49.0,0,26,93.0,93.0,40.0,3720.0,1116.0,4151520.0
37.0,1,24,66.0,89.0,39.8,3542.2,594.0,2837302.2
167.0,1,22,72.0,107.0,40.5,4333.5,2016.0,12983166.0
73.0,0,40,98.0,93.0,40.3,3747.9,1470.0,5228320.5
103.0,0,72,98.0,103.0,40.1,4130.3,1274.0,5530471.7
12.0,0,79,83.0,89.0,38.3,3408.7,166.0,606748.6
91.0,1,30,62.0,96.0,40.5,3888.0,1116.0,6718464.0
130.0,1,25,67.0,103.0,40.6,4181.8,1541.0,9906684.2
95.0,1,28,68.0,99.0,40.3,3989.7,1224.0,7109645.4
70.0,1,76,68.0,96.0,40.2,3859.2,816.0,4445798.4
178.0,1,55,59.0,108.0,40.9,4417.2,1534.0,12403497.6
159.0,1,43,65.0,102.0,40.6,4141.2,1755.0,11404864.8
43.0,0,56,97.0,91.0,39.9,3630.9,776.0,2643295.2
154.0,1,26,56.0,106.0,40.4,4282.4,1400.0,11348360.0
130.0,1,29,68.0,105.0,40.8,4284.0,1496.0,9896040.0
108.0,1,32,76.0,106.0,40.4,4282.4,1368.0,8170819.2
126.0,0,51,92.0,102.0,40.5,4131.0,1748.0,8005878.0
113.0,1,39,61.0,95.0,40.7,3866.5,1342.0,8080985.0
2.0,0,36,105.0,75.0,37.4,2805.0,105.0,210375.0
183.0,1,24,65.0,107.0,40.5,4333.5,1950.0,13910535.0
9.0,1,29,57.0,91.0,38.3,3485.3,114.0,634324.6
33.0,1,31,57.0,86.0,39.6,3405.6,456.0,2343052.8
7.0,1,66,50.0,76.0,38.0,2888.0,100.0,438976.0
156.0,1,46,65.0,107.0,40.8,4365.6,1560.0,11210860.8
206.0,0,32,86.0,112.0,40.8,4569.6,2494.0,14842060.8
177.0,0,20,87.0,109.0,40.9,4458.1,2523.0,14092054.1
92.0,0,53,88.0,96.0,40.5,3888.0,1408.0,5971968.0
60.0,1,28,55.0,95.0,40.2,3819.0,660.0,4353660.0
39.0,1,74,59.0,86.0,39.5,3397.0,472.0,2337136.0
92.0,0,56,78.0,99.0,40.1,3969.9,1170.0,5895301.5
47.0,1,44,59.0,90.0,39.7,3573.0,590.0,3215700.0
74.0,1,22,69.0,97.0,40.3,3909.1,1035.0,5687740.5
144.0,1,51,60.0,101.0,40.4,4080.4,1440.0,9890889.6
192.0,1,78,67.0,108.0,40.6,4384.8,1809.0,12786076.8
29.0,0,40,84.0,90.0,39.8,3582.0,588.0,2256660.0
217.0,0,51,94.0,109.0,41.0,4469.0,2632.0,13639388.0
130.0,1,29,73.0,108.0,40.6,4384.8,1533.0,9944726.4
245.0,0,59,95.0,109.0,40.6,4425.4,2850.0,14471058.0
70.0,1,22,59.0,88.0,40.6,3572.8,1003.0,5344908.8
134.0,0,45,93.0,109.0,40.5,4414.5,1674.0,8661249.0
190.0,1,28,60.0,110.0,41.2,4532.0,1740.0,14457080.0
41.0,0,47,67.0,93.0,39.8,3701.4,603.0,3098071.8
96.0,1,24,58.0,105.0,40.4,4242.0,928.0,7126560.0
127.0,0,48,77.0,101.0,40.3,4070.3,1617.0,8633106.3
17.0,0,34,77.0,94.0,39.0,3666.0,308.0,1378416.0
34.0,0,74,117.0,92.0,39.2,3606.4,585.0,1658944.0
184.0,1,22,45.0,107.0,40.6,4344.2,1305.0,13480052.6
124.0,1,24,76.0,98.0,40.9,4008.2,1900.0,9820090.0
194.0,1,68,79.0,105.0,40.8,4284.0,2370.0,13494600.0
268.0,0,78,93.0,115.0,41.1,4726.5,2511.0,14675782.5
103.0,1,22,55.0,97.0,40.5,3928.5,1100.0,7621290.0
204.0,1,30,60.0,112.0,41.2,4614.4,1800.0,15504384.0
83.0,1,24,48.0,91.0,40.5,3685.5,864.0,6036849.0
3.0,1,71,78.0,76.0,37.8,2872.8,78.0,218332.8
101.0,1,21,74.0,104.0,40.5,4212.0,1332.0,7884864.0
28.0,1,50,51.0,87.0,39.3,3419.1,306.0,1784770.2
127.0,0,26,93.0,104.0,40.6,4222.4,2046.0,9660851.2
111.0,1,69,55.0,99.0,40.5,4009.5,990.0,7144929.0
24.0,0,32,82.0,85.0,39.4,3349.0,656.0,2277320.0
151.0,1,40,70.0,107.0,40.7,4354.9,1680.0,11183383.2
56.0,0,25,97.0,92.0,40.4,3716.8,1358.0,4787238.4
13.0,1,25,59.0,90.0,38.6,3474.0,177.0,937980.0
98.0,0,38,68.0,98.0,40.2,3939.6,1360.0,7721616.0
15.0,0,70,107.0,83.0,38.6,3203.8,321.0,797746.2
18.0,0,25,79.0,78.0,40.1,3127.8,948.0,2927620.8
154.0,1,20,56.0,107.0,40.6,4344.2,1400.0,11620735.0
25.0,0,26,83.0,84.0,39.7,3334.8,830.0,2801232.0
147.0,0,68,92.0,101.0,40.5,4090.5,1840.0,8262810.0
156.0,1,30,39.0,104.0,40.7,4232.8,975.0,11005280.0
112.0,1,63,72.0,97.0,40.3,3909.1,1440.0,7583654.0
3.0,0,48,90.0,80.0,38.0,3040.0,90.0,243200.0
238.0,0,41,110.0,113.0,41.1,4644.3,3190.0,15219371.1
40.0,0,26,84.0,91.0,40.2,3658.2,924.0,3661858.2
150.0,0,76,102.0,98.0,40.5,3969.0,2040.0,7779240.0
14.0,1,28,72.0,82.0,39.5,3239.0,288.0,1062392.0
131.0,0,70,92.0,100.0,40.5,4050.0,1656.0,7290000.0
216.0,1,52,68.0,113.0,41.0,4633.0,2040.0,15705870.0
158.0,1,36,83.0,105.0,40.8,4284.0,2241.0,12145140.0
64.0,1,71,60.0,96.0,39.9,3830.4,660.0,4044902.4
8.0,1,26,52.0,86.0,38.0,3268.0,104.0,562096.0
14.0,1,37,51.0,90.0,38.9,3501.0,153.0,945270.0
192.0,0,30,89.0,109.0,41.0,4469.0,2581.0,14126509.0
52.0,1,48,52.0,85.0,40.0,3400.0,624.0,3468000.0
69.0,0,64,97.0,88.0,39.6,3484.8,1261.0,3986611.2
43.0,0,24,74.0,93.0,40.3,3747.9,888.0,4182656.4
71.0,1,70,72.0,85.0,40.6,3451.0,1152.0,4693360.0
175.0,1,50,68.0,109.0,41.1,4479.9,1768.0,12696036.6
12.0,1,74,77.0,81.0,38.4,3110.4,231.0,755827.2
97.0,1,68,68.0,91.0,40.4,3676.4,1292.0,6356495.6
83.0,1,58,73.0,97.0,40.0,3880.0,1095.0,5645400.0
71.0,0,27,87.0,100.0,40.2,4020.0,1218.0,5628000.0
148.0,0,20,92.0,104.0,40.9,4253.6,2484.0,11944108.8
96.0,1,27,61.0,105.0,40.5,4252.5,976.0,7144200.0
66.0,1,35,67.0,96.0,40.1,3849.6,871.0,4804300.8
70.0,0,65,87.0,90.0,40.1,3609.0,1131.0,4222530.0
178.0,1,57,73.0,105.0,40.6,4263.0,2044.0,12533220.0
127.0,1,41,58.0,103.0,40.7,4192.1,1218.0,9067512.3
75.0,0,62,83.0,94.0,40.1,3769.4,1079.0,4606206.8
15.0,0,28,87.0,91.0,39.0,3549.0,348.0,1291836.0
190.0,0,68,104.0,108.0,40.5,4374.0,2288.0,10392624.0
77.0,1,43,67.0,95.0,40.1,3809.5,1005.0,5428537.5
51.0,0,38,95.0,99.0,39.8,3940.2,855.0,3510718.2
39.0,0,37,74.0,94.0,39.3,3694.2,666.0,3125293.2
26.0,1,43,58.0,87.0,39.1,3401.7,348.0,1775687.4
94.0,0,66,110.0,95.0,39.7,3771.5,1540.0,5016095.0
50.0,1,66,66.0,90.0,39.7,3573.0,660.0,3215700.0
12.0,1,54,56.0,82.0,38.5,3157.0,168.0,776622.0
122.0,0,32,79.0,101.0,40.8,4120.8,1817.0,9572618.4
69.0,1,21,52.0,92.0,40.0,3680.0,780.0,5078400.0
63.0,1,21,74.0,101.0,39.7,4009.7,888.0,4859756.4
15.0,1,59,69.0,90.0,39.0,3510.0,207.0,947700.0
7.0,0,40,73.0,86.0,38.0,3268.0,146.0,562096.0
222.0,0,77,79.0,104.0,41.0,4264.0,2212.0,12416768.0
5.0,0,29,79.0,82.0,37.7,3091.4,158.0,506989.6
114.0,0,50,79.0,96.0,40.5,3888.0,1659.0,7838208.0
3.0,0,59,87.0,78.0,37.7,2940.6,87.0,229366.8
77.0,0,61,99.0,90.0,40.2,3618.0,1386.0,4558680.0
20.0,0,31,102.0,79.0,39.6,3128.4,816.0,1977148.8
98.0,0,50,82.0,103.0,40.6,4181.8,1230.0,6460881.0
63.0,1,62,65.0,97.0,39.9,3870.3,715.0,4129610.1
121.0,1,52,65.0,105.0,40.4,4242.0,1235.0,8462790.0
154.0,1,36,69.0,104.0,41.1,4274.4,1794.0,11557977.6
54.0,0,62,92.0,87.0,39.8,3462.6,1012.0,3313708.2
146.0,0,35,93.0,105.0,40.8,4284.0,2139.0,10345860.0
157.0,0,24,75.0,106.0,40.7,4314.2,2100.0,12804545.6
17.0,1,24,62.0,90.0,38.9,3501.0,248.0,1260360.0
113.0,1,21,62.0,98.0,40.6,3978.8,1364.0,8578292.8
55.0,0,22,92.0,93.0,40.5,3766.5,1288.0,4903983.0
242.0,0,75,82.0,111.0,41.1,4562.1,2214.0,13672613.7
60.0,0,34,76.0,92.0,40.3,3707.6,1140.0,5116488.0
88.0,0,53,69.0,97.0,40.3,3909.1,1104.0,6066923.2
168.0,1,29,62.0,107.0,40.9,4376.3,1674.0,12643130.7
12.0,0,53,88.0,84.0,38.4,3225.6,264.0,812851.2
18.0,0,69,68.0,80.0,39.2,3136.0,340.0,1254400.0
7.0,0,27,87.0,81.0,38.6,3126.6,261.0,759763.8
72.0,1,35,61.0,90.0,40.1,3609.0,976.0,5196960.0
8.0,1,28,68.0,86.0,38.1,3276.6,136.0,563575.2
81.0,0,57,105.0,90.0,40.1,3609.0,1575.0,4872150.0
78.0,1,36,58.0,90.0,40.2,3618.0,986.0,5535540.0
80.0,0,20,84.0,93.0,40.5,3766.5,1848.0,7706259.0
42.0,1,29,60.0,92.0,40.3,3707.6,540.0,3069892.8
156.0,1,31,57.0,104.0,40.6,4222.4,1482.0,11417369.6
32.0,1,40,68.0,85.0,39.2,3332.0,544.0,2265760.0
144.0,1,78,64.0,97.0,40.7,3947.9,1536.0,9190711.2
37.0,1,41,62.0,85.0,40.0,3400.0,558.0,2601000.0
85.0,0,56,81.0,101.0,39.7,4009.7,1053.0,5264736.1
96.0,1,60,57.0,99.0,40.4,3999.6,912.0,6335366.4
98.0,1,25,53.0,92.0,40.6,3735.2,1113.0,7216406.4
22.0,0,26,91.0,87.0,39.5,3436.5,637.0,2092828.5
41.0,1,26,68.0,88.0,40.0,3520.0,680.0,3097600.0
53.0,1,34,68.0,84.0,39.9,3351.6,952.0,3941481.6
178.0,0,37,79.0,105.0,40.6,4263.0,2291.0,12980835.0
152.0,1,21,56.0,100.0,40.8,4080.0,1568.0,11424000.0
233.0,0,63,80.0,111.0,41.2,4573.2,2240.0,14213505.6
216.0,1,58,69.0,117.0,40.8,4773.6,1932.0,15638313.6
55.0,1,67,53.0,88.0,39.9,3511.2,583.0,3398841.6
42.0,1,30,81.0,90.0,39.5,3555.0,810.0,3199500.0
78.0,0,34,87.0,101.0,39.9,4029.9,1218.0,5698278.6
111.0,0,71,98.0,94.0,40.3,3788.2,1666.0,6053543.6
123.0,1,26,55.0,103.0,40.6,4181.8,1155.0,9045233.4
162.0,0,59,93.0,98.0,40.7,3988.6,2325.0,9772070.0
190.0,1,20,63.0,114.0,40.8,4651.2,1764.0,14846630.4
85.0,1,25,63.0,94.0,40.1,3769.4,1134.0,6377824.8
235.0,0,71,100.0,104.0,41.5,4316.0,2900.0,13017056.0
129.0,0,75,77.0,95.0,40.4,3838.0,1540.0,7292200.0
227.0,0,53,100.0,114.0,40.7,4639.8,2600.0,13752367.2
95.0,1,26,58.0,98.0,40.4,3959.2,1044.0,6984028.8
215.0,0,33,91.0,113.0,40.8,4610.4,2639.0,15108280.8
11.0,0,21,93.0,80.0,39.3,3144.0,558.0,1509120.0
8.0,1,52,62.0,81.0,37.7,3053.7,124.0,494699.4
117.0,0,45,114.0,105.0,40.3,4231.5,1824.0,7108920.0
61.0,0,51,80.0,82.0,40.4,3312.8,1440.0,4889692.8
6.0,0,32,88.0,75.0,38.8,2910.0,352.0,873000.0
205.0,0,50,82.0,110.0,40.8,4488.0,2214.0,13329360.0
137.0,0,65,66.0,105.0,40.4,4242.0,1254.0,8462790.0
32.0,1,23,75.0,85.0,39.9,3391.5,675.0,2594497.5
88.0,1,36,63.0,99.0,39.9,3950.1,1008.0,6256958.4
18.0,0,43,96.0,90.0,38.9,3501.0,384.0,1260360.0
83.0,1,33,51.0,102.0,40.2,4100.4,714.0,5855371.2
66.0,1,30,52.0,95.0,39.9,3790.5,676.0,4681267.5
79.0,0,20,97.0,92.0,40.4,3716.8,2037.0,7180857.6
75.0,0,42,100.0,95.0,40.3,3828.5,1400.0,5091905.0
60.0,0,22,88.0,96.0,39.9,3830.4,1232.0,5148057.6
26.0,1,26,51.0,83.0,39.6,3286.8,357.0,1909630.8
41.0,0,25,75.0,96.0,39.7,3811.2,750.0,3658752.0
155.0,0,76,89.0,97.0,40.4,3918.8,1958.0,8362719.2
128.0,1,70,62.0,94.0,40.9,3844.6,1426.0,8312025.2
121.0,1,25,72.0,100.0,40.9,4090.0,1656.0,9407000.0
103.0,1,50,70.0,103.0,40.7,4192.1,1190.0,7340367.1
33.0,1,50,73.0,85.0,39.9,3391.5,584.0,2306220.0
75.0,0,39,78.0,102.0,40.2,4100.4,1014.0,5437130.4
165.0,1,28,57.0,110.0,41.0,4510.0,1425.0,12402500.0
171.0,1,43,65.0,106.0,41.1,4356.6,1755.0,12468589.2
50.0,0,72,94.0,88.0,39.9,3511.2,846.0,2780870.4
47.0,1,22,60.0,86.0,39.5,3397.0,720.0,3505704.0
143.0,1,66,75.0,98.0,40.5,3969.0,1875.0,9724050.0
153.0,1,28,63.0,114.0,40.0,4560.0,1386.0,11436480.0
169.0,0,37,102.0,104.0,40.4,4201.6,2652.0,11361126.4
8.0,0,20,85.0,80.0,39.3,3144.0,425.0,1257600.0
170.0,1,69,67.0,104.0,40.9,4253.6,1742.0,11501734.4
36.0,1,42,62.0,77.0,39.7,3056.9,682.0,2589194.3
185.0,0,22,85.0,112.0,40.4,4524.8,2380.0,14189772.8
127.0,1,42,56.0,100.0,40.6,4060.0,1232.0,8932000.0
66.0,1,29,62.0,96.0,39.7,3811.2,806.0,4756377.6
156.0,0,51,85.0,102.0,40.4,4120.8,2040.0,10087718.4
109.0,0,24,94.0,99.0,40.6,4019.4,2068.0,8754253.2
181.0,0,39,86.0,107.0,40.6,4344.2,2322.0,12550393.8
84.0,1,28,70.0,96.0,40.4,3878.4,1190.0,6329548.8
92.0,1,36,80.0,98.0,40.3,3949.4,1440.0,6966741.6
110.0,0,70,83.0,96.0,40.2,3859.2,1411.0,6298214.4
62.0,0,33,84.0,94.0,40.1,3769.4,1176.0,4960530.4
43.0,0,48,75.0,93.0,39.6,3682.8,675.0,3082503.6
139.0,1,26,61.0,99.0,40.8,4039.2,1586.0,10396900.8
31.0,1,78,79.0,84.0,39.4,3309.6,553.0,1946044.8
64.0,0,77,80.0,90.0,40.1,3609.0,880.0,3572910.0
90.0,1,31,87.0,96.0,40.2,3859.2,1653.0,7039180.8
113.0,0,32,82.0,98.0,40.5,3969.0,1886.0,8946126.0
212.0,0,60,87.0,106.0,41.0,4346.0,2436.0,12898928.0
22.0,1,77,58.0,91.0,39.0,3549.0,232.0,1291836.0
126.0,0,38,91.0,102.0,40.6,4141.2,1911.0,8870450.4
16.0,0,45,80.0,77.0,39.6,3049.2,560.0,1643518.8
120.0,1,34,73.0,103.0,40.2,4140.6,1533.0,8956117.8
32.0,1,37,52.0,89.0,39.2,3488.8,364.0,2173522.4
186.0,0,55,100.0,109.0,40.6,4425.4,2300.0,11094477.8
90.0,1,75,72.0,92.0,40.6,3735.2,1224.0,5841852.8
143.0,0,22,87.0,103.0,40.8,4202.4,2349.0,11686874.4
33.0,1,60,81.0,85.0,39.7,3374.5,648.0,2294660.0
46.0,0,22,89.0,91.0,40.2,3658.2,1157.0,4327650.6
117.0,0,35,90.0,97.0,40.7,3947.9,2070.0,8807764.9
39.0,0,47,91.0,88.0,39.4,3467.2,819.0,2746022.4
32.0,0,30,82.0,85.0,39.6,3366.0,902.0,3147210.0
104.0,1,72,73.0,104.0,40.5,4212.0,1168.0,7008768.0
50.0,0,58,105.0,95.0,39.7,3771.5,840.0,2866340.0
48.0,0,20,95.0,86.0,40.5,3483.0,1615.0,5092146.0
80.0,0,69,86.0,97.0,40.3,3909.1,1032.0,4550192.4
129.0,0,29,83.0,109.0,40.7,4436.3,1660.0,9671134.0
85.0,1,29,55.0,105.0,39.9,4189.5,770.0,6158565.0
100.0,1,25,55.0,93.0,40.5,3766.5,1155.0,7355974.5
177.0,0,22,93.0,112.0,40.8,4569.6,2418.0,13306675.2
